,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,Choice_15,Choice_16,Choice_17,Choice_18,Choice_19,Choice_20,Choice_21,Choice_22,Choice_23,Choice_24,Choice_25,Choice_26,Choice_27,Choice_28,Choice_29,Choice_30,Choice_31,Choice_32,Choice_33,Choice_34,Choice_35,Choice_36,Choice_37,Choice_38,Choice_39,Choice_40,Choice_41,Choice_42,Choice_43,Choice_44,Choice_45,Choice_46,Choice_47,Choice_48,Choice_49,Choice_50,Choice_51,Choice_52,Choice_53,Choice_54,Choice_55,Choice_56,Choice_57,Choice_58,Choice_59,Choice_60,Choice_61,Choice_62,Choice_63,Choice_64,Choice_65,Choice_66,Choice_67,Choice_68,Choice_69,Choice_70,Choice_71,Choice_72,Choice_73,Choice_74,Choice_75,Choice_76,Choice_77,Choice_78,Choice_79,Choice_80,Choice_81,Choice_82,Choice_83,Choice_84,Choice_85,Choice_86,Choice_87,Choice_88,Choice_89,Choice_90,Choice_91,Choice_92,Choice_93,Choice_94,Choice_95,Choice_96,Choice_97,Choice_98,Choice_99,Choice_100,Subj,Study
249,4,3,3,2,1,2,1,3,1,1,3,4,1,3,2,1,4,3,3,3,3,4,1,2,2,2,2,3,2,2,2,2,3,3,2,2,3,4,2,2,2,3,3,2,2,2,4,3,4,2,2,3,3,4,2,3,4,4,3,4,2,4,4,2,2,2,2,2,2,3,4,3,4,4,4,4,3,2,2,3,3,4,4,2,3,4,3,4,4,3,3,3,4,3,1,3,3,4,1,3,250,SteingroverInPrep
250,1,3,2,4,4,3,1,2,4,3,2,1,3,4,1,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,4,3,2,1,2,3,2,4,4,4,3,4,2,1,2,2,2,2,2,2,3,3,3,4,4,4,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,251,SteingroverInPrep
251,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,4,3,2,1,1,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,252,SteingroverInPrep
252,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,253,SteingroverInPrep
253,1,3,3,3,3,2,4,3,3,3,1,2,3,4,3,4,4,2,3,4,4,4,4,1,4,4,3,3,3,4,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,254,SteingroverInPrep
254,1,2,3,4,1,1,1,2,3,4,3,2,1,2,3,4,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,255,SteingroverInPrep
255,1,1,1,2,3,4,1,2,1,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,1,4,3,2,1,4,2,3,1,4,3,2,3,2,3,2,3,2,3,4,1,2,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,256,SteingroverInPrep
256,1,1,1,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,3,3,3,2,2,2,2,3,4,4,3,2,2,3,3,4,4,2,2,2,2,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,257,SteingroverInPrep
257,1,2,3,4,1,2,3,4,1,2,3,4,2,2,2,1,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,258,SteingroverInPrep
258,3,1,2,4,3,2,4,2,2,2,3,2,2,4,1,1,2,3,2,2,2,2,4,4,2,2,4,2,1,1,2,3,3,3,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,3,2,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,259,SteingroverInPrep
259,1,2,3,4,2,2,2,2,2,4,4,2,2,2,2,4,4,4,3,4,3,3,1,1,3,1,2,2,2,4,4,4,4,4,1,3,4,3,4,4,3,3,1,1,2,2,2,4,2,1,4,2,4,1,2,4,1,2,1,4,2,1,4,3,2,1,2,4,1,2,1,4,3,2,3,4,3,4,2,2,3,1,3,2,4,4,4,3,1,2,2,2,2,2,4,4,1,2,3,4,260,SteingroverInPrep
260,2,3,1,2,4,2,2,2,2,2,2,2,2,3,4,4,2,2,1,1,1,2,4,3,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,261,SteingroverInPrep
261,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,262,SteingroverInPrep
262,2,4,2,4,3,3,2,4,2,2,4,4,1,1,1,2,3,3,2,4,2,4,3,3,3,1,2,2,2,2,3,3,4,4,1,1,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,2,2,4,2,4,2,4,2,3,3,4,2,3,3,4,2,4,3,4,2,2,2,2,3,3,2,3,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,263,SteingroverInPrep
263,1,3,2,4,2,3,1,1,2,4,3,2,1,1,2,4,3,1,2,3,4,3,2,4,3,2,1,1,2,3,4,4,2,1,2,4,1,2,4,3,2,1,2,4,2,1,3,2,4,1,4,3,4,4,2,1,2,3,4,4,2,1,2,1,4,2,1,2,1,2,3,4,1,2,1,2,3,4,3,4,3,2,1,3,2,4,1,4,2,4,1,3,4,2,4,1,2,4,3,4,264,SteingroverInPrep
264,1,1,3,2,4,3,2,2,1,1,2,4,3,2,3,4,2,1,3,2,1,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,4,4,3,2,3,2,2,2,1,4,3,4,4,4,2,1,2,2,2,2,3,2,4,4,4,2,2,3,1,1,2,1,4,3,2,1,2,3,4,4,4,2,1,2,2,2,3,4,4,3,4,3,2,265,SteingroverInPrep
265,3,2,1,3,3,3,4,4,4,4,4,2,2,2,2,2,2,1,3,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,266,SteingroverInPrep
266,3,4,2,1,3,4,2,1,2,1,2,3,4,2,2,2,2,1,3,2,1,1,1,1,1,3,4,1,2,1,3,1,1,3,4,1,1,3,1,2,1,1,3,3,3,1,4,3,1,1,1,1,1,1,1,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,1,3,1,1,1,1,1,1,4,4,3,3,4,1,4,4,1,3,1,3,1,4,3,3,3,1,4,3,3,3,267,SteingroverInPrep
267,4,2,1,1,3,2,2,2,3,4,4,4,2,4,3,3,2,1,2,2,2,3,2,3,3,4,4,4,1,1,2,2,3,2,4,2,2,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,2,268,SteingroverInPrep
268,2,3,2,2,1,2,2,4,2,2,2,3,3,3,3,3,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,269,SteingroverInPrep
269,2,2,2,3,4,2,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,4,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,2,2,270,SteingroverInPrep
270,1,2,3,1,2,1,4,2,3,1,2,4,3,1,2,4,2,3,1,2,3,4,1,2,3,4,3,1,2,1,3,4,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,1,1,1,1,3,3,3,4,4,4,4,2,2,2,2,1,1,3,2,2,2,4,4,4,4,3,2,2,2,3,2,2,2,1,1,1,4,4,4,4,4,2,2,271,SteingroverInPrep
271,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,4,4,3,3,2,1,2,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,272,SteingroverInPrep
272,3,3,1,1,1,2,4,2,2,3,4,1,2,2,3,4,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,1,3,4,2,3,2,2,2,3,3,3,1,3,3,4,3,4,3,3,4,4,2,3,3,3,3,4,2,3,1,4,4,3,4,3,3,3,2,3,1,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,273,SteingroverInPrep
273,3,1,4,4,2,2,3,1,2,4,4,4,3,2,4,1,3,2,2,4,3,2,1,2,3,4,1,2,3,2,2,2,2,4,3,3,1,1,2,2,2,4,2,1,2,3,2,2,4,2,1,3,3,2,2,2,2,4,1,3,2,2,4,1,2,3,2,1,3,3,3,4,2,4,2,1,2,2,2,2,3,4,2,3,1,3,2,2,4,2,3,1,2,3,4,2,2,2,1,1,274,SteingroverInPrep
274,1,3,2,1,2,4,2,2,2,3,4,1,1,1,3,4,2,2,2,4,3,1,3,4,2,2,3,4,2,2,2,1,3,4,4,2,2,3,4,2,2,2,3,4,2,2,3,4,3,3,1,2,2,3,3,3,3,3,3,4,4,4,4,2,2,3,3,1,1,1,2,2,2,1,3,4,4,4,4,4,2,2,2,4,3,3,2,2,2,1,1,1,3,3,3,4,4,4,4,2,275,SteingroverInPrep
275,1,2,3,4,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,276,SteingroverInPrep
276,3,4,4,2,1,2,1,2,1,4,1,2,2,2,2,2,4,3,3,3,3,3,3,3,4,4,3,2,1,2,1,2,1,2,4,3,3,3,4,1,4,4,4,4,4,4,2,2,3,2,1,2,2,2,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,3,2,1,2,2,3,4,4,4,4,4,4,4,4,4,3,3,2,1,1,2,2,2,277,SteingroverInPrep
277,2,3,1,2,2,2,4,2,2,3,2,2,2,2,1,3,3,4,2,2,2,1,2,2,3,4,2,4,4,2,2,2,2,3,3,3,2,4,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,4,4,4,2,278,SteingroverInPrep
278,1,2,3,4,2,1,3,2,1,4,1,2,1,2,3,2,4,3,2,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,2,3,4,4,4,4,3,3,4,2,3,4,4,3,2,1,3,4,3,3,3,4,3,4,4,4,4,1,3,2,2,2,3,4,3,3,4,1,3,4,3,4,1,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,279,SteingroverInPrep
279,3,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,1,280,SteingroverInPrep
280,1,1,2,2,1,2,2,3,4,1,2,1,3,3,3,2,4,3,4,1,2,2,3,2,3,4,2,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,3,3,1,1,2,3,4,1,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,3,3,4,1,1,2,2,2,2,2,3,4,3,3,4,1,1,2,3,3,3,3,4,1,2,281,SteingroverInPrep
281,1,3,2,2,2,2,2,2,2,2,3,3,4,4,1,1,1,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,2,1,3,4,2,1,2,2,4,4,3,2,1,2,4,3,2,2,3,4,2,2,4,4,2,1,2,2,4,2,2,2,4,4,4,2,4,1,4,2,1,2,4,2,4,3,2,2,1,2,1,3,4,3,4,2,1,2,3,4,2,2,2,2,282,SteingroverInPrep
282,1,1,2,1,3,4,3,4,2,3,4,1,3,2,4,1,2,2,3,3,4,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,3,4,4,4,3,4,4,4,4,3,4,4,2,2,2,2,2,1,1,1,283,SteingroverInPrep
283,3,2,1,2,4,2,1,4,1,2,3,4,2,3,4,3,1,2,3,4,4,4,2,1,3,3,2,2,2,2,2,3,4,3,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,1,1,1,1,1,2,2,2,3,4,4,4,4,4,3,2,2,2,3,3,4,4,4,2,3,4,4,4,4,2,3,2,4,3,3,4,2,3,4,2,2,2,3,3,3,4,3,1,4,4,4,284,SteingroverInPrep
284,3,2,4,1,2,4,3,1,2,2,2,2,2,4,2,3,2,2,4,1,2,2,2,3,2,2,2,2,2,4,2,3,4,3,1,2,2,2,2,2,4,4,4,4,3,2,3,2,4,3,4,4,4,3,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,285,SteingroverInPrep
285,1,4,2,3,2,4,1,1,2,2,2,1,3,4,4,2,2,3,3,4,4,2,2,2,2,3,3,4,4,1,1,2,2,3,3,3,3,3,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,1,2,2,2,1,1,1,4,2,3,1,2,2,4,4,4,4,4,4,4,2,2,1,4,4,3,3,4,3,4,2,2,2,2,2,2,3,3,3,2,2,2,286,SteingroverInPrep
286,2,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,287,SteingroverInPrep
287,1,2,3,4,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,4,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,3,4,3,3,2,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,288,SteingroverInPrep
288,2,4,4,1,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,4,2,2,4,3,2,1,2,4,3,3,3,4,2,2,1,1,3,4,4,3,3,3,3,4,3,2,2,1,1,3,3,3,4,4,4,3,3,4,2,1,1,2,2,289,SteingroverInPrep
289,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,1,2,3,4,4,1,2,3,3,4,1,1,2,3,3,4,3,1,1,2,3,2,2,2,2,2,3,4,4,4,4,1,1,1,2,2,2,2,3,4,4,4,4,1,1,2,2,2,2,3,3,3,3,4,4,3,1,1,2,2,2,3,4,4,3,1,1,2,2,3,4,2,4,1,1,2,2,4,2,1,2,1,2,2,290,SteingroverInPrep
290,2,1,3,4,4,4,4,4,4,4,4,3,2,1,4,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,4,1,4,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,4,4,291,SteingroverInPrep
291,3,1,2,4,1,2,1,3,4,2,3,1,2,4,4,1,3,2,3,1,1,2,2,2,4,3,1,4,2,1,2,1,2,2,3,2,4,3,1,2,3,1,2,2,2,4,2,3,1,4,2,4,2,2,2,2,2,1,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,2,2,292,Premkumar
292,2,1,1,1,2,4,4,4,3,3,1,2,3,3,2,4,1,4,4,2,4,4,2,3,1,4,4,3,1,4,2,4,4,2,1,4,4,3,4,1,4,1,1,4,1,4,2,4,4,2,1,1,2,1,1,4,2,1,1,2,1,4,4,2,4,3,3,2,1,3,4,3,4,3,1,2,4,4,2,4,1,2,4,3,1,4,2,3,4,1,1,4,4,2,2,1,4,2,4,1,293,Premkumar
293,2,1,4,3,1,4,4,3,2,2,3,1,4,2,1,3,2,4,2,3,4,1,2,4,2,3,1,4,2,1,3,2,4,3,1,4,4,2,1,4,2,2,4,3,4,2,4,1,3,4,4,4,2,4,1,3,4,2,4,3,4,1,2,3,4,4,2,4,3,4,4,2,4,1,4,4,4,4,1,4,4,2,3,4,4,4,2,2,1,3,4,4,4,1,4,3,4,4,4,4,294,Premkumar
294,2,3,4,1,2,1,1,2,2,2,2,2,2,2,3,1,2,4,1,2,3,1,1,4,3,3,1,2,3,4,3,1,3,4,3,2,4,1,4,4,3,4,4,3,3,4,1,4,3,1,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,3,4,4,3,3,1,4,4,4,4,3,4,4,3,1,4,4,3,4,3,4,4,4,3,4,4,4,4,1,4,295,Premkumar
295,4,3,2,1,2,1,1,3,4,2,1,2,3,2,2,4,2,2,1,2,1,2,1,3,4,3,2,1,4,2,2,4,4,3,4,2,2,1,2,2,3,4,4,1,3,2,3,4,4,4,4,4,3,4,4,4,4,4,1,2,2,1,1,2,2,4,1,3,2,1,2,3,4,4,3,1,2,4,4,4,4,4,4,2,1,1,2,2,2,2,2,2,3,4,2,2,2,2,2,2,296,Premkumar
296,1,1,1,1,1,3,3,3,3,1,4,2,2,3,2,2,1,2,2,2,4,2,4,2,3,4,3,4,1,4,3,4,3,4,4,4,1,3,2,2,3,4,4,3,3,3,4,4,1,3,3,3,3,4,4,4,4,4,4,4,2,3,4,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,297,Premkumar
297,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,2,2,2,2,1,3,3,4,4,4,2,3,4,4,4,4,4,4,4,3,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,298,Premkumar
298,4,3,2,2,1,1,1,2,2,2,3,2,2,3,4,4,2,2,3,3,4,4,4,2,4,4,1,4,3,4,4,4,3,1,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,1,2,4,4,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,1,4,1,4,4,4,4,4,3,3,3,3,299,Premkumar
299,1,1,1,2,2,2,2,2,2,2,3,4,3,4,2,2,3,4,4,4,4,4,4,4,4,1,1,4,3,2,4,4,1,4,3,4,2,1,4,4,3,4,2,4,4,4,1,4,2,4,1,4,2,4,3,4,2,3,4,3,4,4,1,4,2,4,1,4,4,3,3,4,1,4,2,4,3,2,4,4,3,4,4,1,4,4,3,4,4,1,4,4,4,4,2,1,4,4,4,3,300,Premkumar
300,3,3,3,3,1,2,4,4,4,2,3,1,1,1,2,4,4,4,3,3,1,1,1,4,4,4,1,1,1,2,2,4,3,2,1,4,3,4,4,4,2,1,3,3,3,4,1,1,4,4,3,3,3,3,2,4,4,3,2,2,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,3,301,Premkumar
301,2,2,2,2,2,1,3,4,2,2,1,2,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,302,Premkumar
302,2,3,2,4,2,3,4,2,4,3,1,4,1,4,1,4,4,4,2,4,1,1,4,3,3,1,1,4,4,3,3,3,3,1,4,1,2,2,4,1,1,1,4,2,1,3,3,1,4,4,2,1,3,3,4,4,1,1,1,2,2,3,3,3,3,3,1,4,2,2,3,3,1,1,1,2,3,4,4,4,4,3,2,4,4,1,4,4,4,1,2,2,3,2,2,3,1,4,4,4,303,Premkumar
303,1,1,1,2,3,4,2,2,2,1,2,2,2,2,1,2,3,3,2,4,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,3,1,1,3,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,3,1,4,3,1,2,2,2,4,2,4,2,3,1,4,2,1,3,4,3,2,3,4,3,1,3,1,1,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,304,Premkumar
304,1,2,3,4,1,2,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,3,3,3,3,4,1,3,4,1,1,3,4,3,3,4,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,305,Premkumar
305,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,4,2,4,4,1,4,4,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,1,1,1,306,Premkumar
306,4,4,4,4,3,3,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,1,3,4,4,3,3,3,3,3,2,1,2,3,3,3,4,4,3,3,3,4,1,1,3,3,3,2,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,307,Premkumar
307,1,1,1,2,1,4,3,1,2,1,1,3,2,2,2,3,4,4,2,2,3,4,2,1,4,2,1,3,1,4,4,3,2,1,1,3,2,4,3,2,2,4,4,1,1,2,1,3,1,3,2,3,1,2,4,3,3,2,4,4,4,4,4,4,4,4,4,3,1,4,3,3,3,4,2,4,3,4,1,2,4,3,3,4,4,4,4,3,3,3,4,3,1,3,2,4,3,3,3,4,308,Premkumar
308,4,1,2,3,4,4,4,3,2,4,3,4,2,4,4,4,2,4,3,2,1,4,3,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,309,Premkumar
309,3,3,1,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,2,1,2,2,2,2,3,3,4,3,1,1,4,4,4,2,4,4,4,3,3,2,2,1,1,4,3,3,3,2,1,1,1,2,2,4,4,4,4,4,4,1,4,4,2,2,3,4,3,3,2,2,2,1,2,3,3,3,2,2,4,4,2,4,2,4,4,2,2,4,2,4,2,4,310,Premkumar
310,1,2,3,4,1,2,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,1,1,1,1,2,4,4,1,1,2,1,4,4,4,3,3,4,4,4,1,1,2,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,3,3,4,3,4,3,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,311,Premkumar
